t,cpu_pct,mem_pct,accel_raw
98.08,2.5210084033613445,14.436357406818237,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
99.23,3.389830508474576,14.439441031790706,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
100.39,4.237288135593221,14.437630013949732,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
101.54,4.132231404958677,14.439269719292234,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
102.69,4.201680672268908,14.443625951396196,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
103.84,5.785123966942149,14.44343016568366,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
105.0,0.8547008547008547,14.434179290766256,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
106.15,4.166666666666667,14.440371013925258,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
107.3,2.542372881355932,14.441741513913023,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
108.45,3.361344537815126,14.432196960426813,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
109.61,3.4482758620689653,14.41849196054918,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
110.76,1.680672268907563,14.428917549741808,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
111.91,3.389830508474576,14.416974621277012,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
113.06,4.273504273504273,14.423141871221947,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
114.21,2.5210084033613445,14.404884853527815,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
115.37,2.542372881355932,14.407968478500282,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
116.52,4.201680672268908,14.418589853405448,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
117.67,3.4188034188034186,14.421673478377915,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
118.82,2.5,14.429382540809085,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
119.98,7.5,14.412569442744916,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
121.13,2.5210084033613445,14.412569442744916,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
122.28,5.932203389830509,14.415653067717383,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
123.44,1.680672268907563,14.418736692689851,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
124.59,0.8695652173913043,14.405741416020167,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
125.74,8.19672131147541,14.408653728494164,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
126.9,4.273504273504273,14.413279165952865,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
128.05,2.5210084033613445,14.416362790925332,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
129.2,1.680672268907563,14.417708817699028,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
130.35,3.3333333333333335,14.419250630185262,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
131.51,2.5210084033613445,14.423851594429896,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
132.66,2.5210084033613445,14.426935219402363,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
133.81,1.680672268907563,14.428085460463523,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
134.96,1.7241379310344827,14.416093585570593,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
136.12,12.280701754385966,14.42740021046964,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
137.27,3.3333333333333335,14.43028804972957,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
138.42,5.084745762711864,14.43493796040234,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
139.57,5.172413793103448,14.43493796040234,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
140.72,4.237288135593221,14.421306380166907,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
141.88,4.237288135593221,14.424390005139374,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
143.03,3.3333333333333335,14.413964415946745,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
144.18,5.882352941176471,14.42137979980911,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
145.34,5.785123966942149,14.436871344313648,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
146.49,5.042016806722689,14.423484496218888,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
147.64,2.5641025641025643,14.425026308705123,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
148.8,3.389830508474576,14.42810993367759,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
149.95,4.237288135593221,14.429480433665354,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
151.1,2.542372881355932,14.418956951616456,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
152.26,5.042016806722689,14.423411076576686,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
153.41,3.3333333333333335,14.424928415848854,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
154.56,9.166666666666666,14.42644575512102,"NPU load:  Core0:  0%, Core1:  0%, Core2:  0%,"
